PartitionKey,RowKey,Longitude,Latitude
"Nawagarh 491337, Chhattisgarh, India","nawagarh, nawagarh tahsil, bemetara, chhattisgarh, 491337, india",81.607,21.936
"Nawagarh 491337, Chhattisgarh, India","nawagarh, nawagarh tahsil, bemetara, छत्तीसगढ़, 491337, भारत",81.607,21.936
"Nawagarh 491340, Chhattisgarh, India","491340, nawagarh tahsil, bemetara district, chhattisgarh, india",81.835,21.782
"Nawagarh 491340, Chhattisgarh, India","491340, nawagarh tahsil, bemetara, chhattisgarh, india",81.835,21.782
"Nawagarh, Chhattisgarh, India","khairtal, nawagarh tahsil, janjgir-champa district, chhattisgarh, india",82.659,21.846
"Nawagarh, Chhattisgarh, India","pendri, nawagarh tahsil, janjgir-champa district, chhattisgarh, india",82.659,21.846
"Nawalapitiya, Nawalapitiya West, Central 20650, Sri Lanka","nawalapitiya, kandy district, central province, 20650, sri lanka",80.525,7.053
"Nawalapitiya, Nawalapitiya West, Central 20650, Sri Lanka","නාවලපිටිය, kandy district, central province, 20650, sri lanka",80.525,7.053
"Nawalparasi West Of Bardaghat Susta, Nepal",nawalparasi west,83.72,27.549
"Nawanshahr 144029, Punjab, India","urapar, nawanshahr tahsil, shaheed bhagat singh nagar district, punjab, 144422, india",75.922,31.063
"Nawanshahr 144029, Punjab, India","urapar, nawanshahr tahsil, ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ, punjab, 144422, india",75.922,31.063
"Nawanshahr 144417, Punjab, India","aur, nawanshahr tahsil, shaheed bhagat singh nagar district, punjab, 144417, india",75.986,31.062
"Nawanshahr 144421, Punjab, India","muzaffarpur, nawanshahr tahsil, shaheed bhagat singh nagar district, punjab, 144515, india",76.087,31.114
"Nawanshahr 144421, Punjab, India","rahon, nawanshahr tahsil, ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ, punjab, 144517, india",76.087,31.114
"Nawanshahr 144505, Punjab, India","ferozepur, nawanshahr tahsil, shaheed bhagat singh nagar district, punjab, 144509, india",75.976,31.173
"Nawanshahr 144514, Punjab, India","nawanshahr, nawanshahr tahsil, shaheed bhagat singh nagar district, punjab, 144514, india",76.146,31.144
"Nawanshahr 144514, Punjab, India","nawanshahr, nawanshahr tahsil, shaheed bhagat singh nagar, punjab, 144514, india",76.146,31.144
"Nawanshahr 144514, Punjab, India","nawanshahr, nawanshahr tahsil, शहीद भगत सिंह नगर, punjab, 144514, india",76.146,31.144
"Nawapur 425418, Maharashtra, India","navapur, nawapur, nandurbar district, maharashtra, 425418, india",73.795,21.161
"Nawapur, Maharashtra, India","nawapur, nandurbar district, maharashtra, india",73.795,21.161
"Naxalbari 734013, West Bengal, India","734013, naxalbari block, দার্জিলিং, west bengal, india",88.35,26.722
"Naxalbari 734013, West Bengal, India","bagdogra, naxalbari block, darjeeling district, west bengal, 734014, india",88.35,26.722
"Naxalbari 734431, West Bengal, India","darjiling, darjeeling district, west bengal, 734431, india",88.294,26.75
"Naya Behram Pur, Sohna Tehsil, Haryana, India","behrampur, sohna, gurugram district, haryana, india",77.082,28.273
"Naya Nagar, Mira Road East Mira Bhayandar, Maharashtra, India","mira road, naya nagar road, mira road, mira-bhayander, thane taluka, thane, maharashtra, 401101, india",72.86,19.284
"Nayagarh 752068, Odisha, India","itamati, nayagarh district, odisha, 752068, india",85.173,20.151
"Nayagarh 752069, Odisha, India","nayagarh, nayagarh district, odisha, 752069, india",85.105,20.127
"Nayagarh 752069, Odisha, India","nayagarh, odisha, 752069, india",85.102,20.115
"Nayagarh 752069, Odisha, India","नयगढ़, nayagarh, nayagarh district, odisha, 752069, india",85.105,20.127
"Nayagarh 752069, Odisha, India","नयगढ़, nayagarh, odisha, 752069, india",85.102,20.115
"Nayagarh 752080, Odisha, India","sarankul, nayagarh district, odisha, 752080, india",85.128,20.006
"Nayagarh, Odisha, India","nayagarh, nayagarh district, odisha, india",85.105,20.127
"Nayagarh, Odisha, India","nayagarh, odisha, india",85.105,20.127
"Nayagarh, Odisha, India","sarankul, nayagarh district, odisha, india",85.105,20.127
"Nayagarh, Odisha, India","sarankul, nayagarh, odisha, india",85.105,20.127
"Nayagram, West Bengal, India","nayagram, jhargram, west bengal, india",87.173,22.033
"Nayla, Jamwa Ramgarh, Rajasthan, India","chc nayla, nayla road, रानियावास, jamwa ramgarh tehsil, जयपुर, rajasthan, 303120, india",75.993,26.935
"Nazilli Organize Sanayi Bölgesi, Nazilli Aydın, Türkiye","nazilli, aydın, ege bölgesi, türkiye",28.348,37.904
"Nazira 785685, Assam, India","nazira, sivasagar, assam, 785685, india",94.737,26.918
"Nazira, Assam, India","nazira, sivasagar district, assam, india",94.737,26.918
"Nebra (Unstrut), Germany","nebra, de, germany",11.577,51.289
"Neckargemünd, Germany","neckargemünd, de, germany",8.799,49.394
"Needham, MA, United States","needham, massachusetts, us, united states",-71.243,42.276
"Needham, MA, United States","needham, us, united states",-71.243,42.276
"Neem Ka Thana 332707, Rajasthan, India","hardas ka bas, sri madhopur tehsil, neem ka thana district, rajasthan, 332707, india",75.873,27.528
"Neem Ka Thana 332718, Rajasthan, India","पाटन, patan tehsil, neem ka thana, rajasthan, 332718, india",75.966,27.878
"Neem Ka Thana 332719, Rajasthan, India","governmet hospital shrimadhopur, sh37, bagariyavas, sikar tehsil, neem ka thana district, rajasthan, 332715, india",75.71,27.487
"Neem Ka Thana 332719, Rajasthan, India","governmet hospital shrimadhopur, sh37, बागरियावास, sikar tehsil, neem ka thana district, rajasthan, 332715, india",75.71,27.487
"Neem Ka Thana 333036, Rajasthan, India","khetri, khetri tehsil, neem ka thana district, rajasthan, 333503, india",75.958,27.999
"Neem Ka Thana 333302, Rajasthan, India","udaipurwati, udaipurwati tehsil, neem ka thana district, rajasthan, 333307, india",75.584,27.71
"Neem Ka Thana 333501, Rajasthan, India","नोरंगपुरा, khetri tehsil, neem ka thana district, rajasthan, 332716, india",75.769,27.87
"Neem Ka Thana 333501, Rajasthan, India","बबाई, khetri tehsil, neem ka thana district, rajasthan, 333501, india",75.769,27.87
"Neem Ka Thana, Rajasthan, India","chala, neem ka thana tehsil, neem ka thana district, rajasthan, 332714, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","natha ki nangal, neem ka thana tehsil, neem ka thana, rajasthan, 332711, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India",neem ka thana,75.787,27.739
"Neem Ka Thana, Rajasthan, India","neem ka thana, neem ka thana tehsil, neem ka thana district, rajasthan, 332713, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","neem ka thana, neem ka thana tehsil, neem ka thana, rajasthan, 332713, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","neem ka thana, rajasthan, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","sanwalpura, neem ka thana tehsil, neem ka thana district, rajasthan, 332707, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","उदयपुरवाटी, udaipurwati tehsil, neem ka thana, rajasthan, 333307, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","गुहला, neem ka thana tehsil, neem ka thana district, rajasthan, 332706, india",75.787,27.739
"Neem Ka Thana, Rajasthan, India","मझाउ, udaipurwati tehsil, neem ka thana district, rajasthan, india",75.787,27.739
"Neemrana Tehsil 301704, Rajasthan, India","dhani dabarwas, neemrana tehsil, kotputli-behror, rajasthan, 301704, india",76.315,28.158
"Neemrana Tehsil 301704, Rajasthan, India","khundroth, neemrana tehsil, kotputli-behror, rajasthan, 301704, india",76.315,28.158
"Neemrana Tehsil 301706, Rajasthan, India","subcentre, palawa, mdr138, gadli, palawa, alwar tehsil, kherthal-tijara, rajasthan, 301706, india",76.46,28.005
"Neemrana Tehsil 301714, Rajasthan, India","behror jat, mandawar tehsil, kherthal-tijara district, rajasthan, 301714, india",76.45,27.954
"Neemrana Tehsil 301714, Rajasthan, India","मोलावास, mandawar tehsil, kherthal-tijara, rajasthan, 301714, india",76.45,27.954
"Neemsara, Pipalda, Rajasthan, India","neemsara, pipalda tehsil, kota, rajasthan, india",76.333,25.64
"Neemuch 458441, Madhya Pradesh, India","458441, neemuch nagar tehsil, नीमच, madhya pradesh, india",74.85,24.462
"Neemuch, Madhya Pradesh, India","daru, neemuch tehsil, neemuch, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India",neemuch,74.735,24.507
"Neemuch, Madhya Pradesh, India","neemuch district, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India","neemuch tehsil, नीमच, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India","neemuch, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India","neemuch, नीमच, neemuch nagar tehsil, नीमच, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India","neemuch,madhyapradesh,india",74.735,24.507
"Neemuch, Madhya Pradesh, India","नीमच, madhya pradesh, india",74.735,24.507
"Neemuch, Madhya Pradesh, India","मन्दसौर, नीमच, madhya pradesh, india",74.735,24.507
"Neenah, WI, United States","neenah, wisconsin, us, united states",-88.477,44.178
"Neenah, WI, United States","neenah,neenah wi",-88.477,44.178
"Negombo 11500, Sri Lanka","negombo, gampaha district, western province, 11500, ශ්‍රී ලංකාව இலங்கை",79.857,7.196
"Negombo, Kattuwa, Western 11500, Sri Lanka","negombo, gampaha district, western province, 11500, sri lanka",79.856,7.239
"Neiveli, Uthukottai, Tamil Nadu, India",neiveli,80.091,13.26
"Nelamangala 562123, Karnataka, India","nelamangala, nelamangala taluk, bengaluru rural, karnataka, 562123, india",77.383,13.106
"Nelamangala Town, Karnataka 562123, India","ನೆಲಮಂಗಲ, ನೆಲಮಂಗಲ ತಾಲೂಕು, ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ, karnataka, 562123, india",77.386,13.097
"Nellie, OH, United States","nellie, coshocton county, ohio, united states",-82.068,40.336
"Nellore 524001, Andhra Pradesh, India","nellore, sri potti sriramulu nellore district, andhra pradesh, 524001, india",79.991,14.458
"Nellore 524001, Andhra Pradesh, India","nellore, sri potti sriramulu nellore, andhra pradesh, 524001, india",79.991,14.458
"Nellore 524001, Andhra Pradesh, India","nellore, نیلور, نیلور ضلع, andhra pradesh, 524001, india",79.98,14.459
"Nellore, Andhra Pradesh, India","nellore, andhra pradesh, india",79.962,14.413
"Nellore, Andhra Pradesh, India","nellore, nellore, sri potti sriramulu nellore, andhra pradesh, india",79.962,14.413
"Nellore, Andhra Pradesh, India","nellore, nellore, నెల్లూరు, శ్రీ పొట్టి శ్రీరాములు నెల్లూరు, andhra pradesh, india",79.986,14.443
"Nellore, Andhra Pradesh, India","nellore, sri potti sriramulu nellore, andhra pradesh, india",79.962,14.413
"Nellore, Andhra Pradesh, India","nellore,nellore ap",79.962,14.413
"Nellore, Andhra Pradesh, India","sri potti sriramulu nellore, andhra pradesh, india",79.962,14.413
"Nelson Mandela Metropolitan University, Gqeberha, South Africa","gqeberha, nelson mandela bay metropolitan municipality, eastern cape, 6006, south africa",25.672,-34.008
"Nemmara, Chittur, Kerala, India","nemmara, chittur, palakkad district, kerala, india",76.595,10.575
"Nepa, Banyuates Sampang, East Java, Indonesia","nepa, sampang, east java, java, indonesia",113.216,-6.901
"Nepal, Nepal","bajhang, nepal",85.313,27.712
"Nepal, Nepal","banke, nepal",85.313,27.712
"Nepal, Nepal","bhaktapur, nepal",85.313,27.712
"Nepal, Nepal","bharatpur, nepal",85.313,27.712
"Nepal, Nepal","butwal,nepal",85.313,27.712
"Nepal, Nepal","dang, nepal",85.313,27.712
"Nepal, Nepal","dharan, nepal",85.313,27.712
"Nepal, Nepal","gaindakot,nepal",85.313,27.712
"Nepal, Nepal","hetauda, nepal",85.313,27.712
"Nepal, Nepal","hetauda,nepal",85.313,27.712
"Nepal, Nepal","jhapa,nepal",85.313,27.712
"Nepal, Nepal","kathmandu44600,nepal",85.313,27.712
"Nepal, Nepal","kushma, nepal",85.313,27.712
"Nepal, Nepal","madhesh province, nepal",85.313,27.712
"Nepal, Nepal","makawanpur,nepal",85.313,27.712
"Nepal, Nepal",nepal,85.313,27.712
"Nepal, Nepal","nepal, nepal",85.313,27.712
"Nepal, Nepal","nepal,nepal",85.313,27.712
"Nepal, Nepal","okhaldhunga, nepal",85.313,27.712
"Nepal, Nepal","pyuthan, nepal",85.313,27.712
"Nepal, Nepal","solukhumbu,nepal",85.313,27.712
"Nepal, Nepal","udayapur, nepal",85.313,27.712
"Nepalgunj Airport, H 12, Manikapur 21900, Nepal","nepalgunj airport, 57a005, baba ghat tol, santi bazar, nepalgunj-20, nsmc-24 | khas karkando, banke, 22010, nepal",81.667,28.101
"Nepalgunj Airport, H 12, Manikapur 21900, Nepal","nepalgunj airport, manikapur road, manikapur, nepalgunj-20, nsmc-24 | khas karkando, banke, lumbini province, 22010, nepal",81.667,28.101
"Nepalgunj, Bheri, Nepal",nepalgunj,81.62,28.064
"Nepalgunj, Bheri, Nepal","nepalgunj, nepal",81.62,28.064
"Nepalgunj, Bheri, Nepal","nepalgunj,bheri,nepal",81.62,28.064
"Nepalgunj, Nepal","नेपालगन्ज, nsmc-24 | khas karkando, बाँके, 22010, नेपाल",81.614,28.055
"Nepanagar Tehsil, Madhya Pradesh, India","nepanagar, md5106, nepanagar, nepanagar tahsil, burhanpur district, madhya pradesh, india",76.416,21.452
"Nepanagar Tehsil, Madhya Pradesh, India","nepanagar, md5106, nepanagar, nepanagar tahsil, burhanpur, madhya pradesh, india",76.416,21.452
"Nepanagar Tehsil, Madhya Pradesh, India","nepanagar, nepanagar tahsil, burhanpur, madhya pradesh, india",76.416,21.452
"Nepti Suburban, Ahmednagar, Maharashtra 414001, India",ahmednagarmaharashtra414001india,74.74,19.096
"Neptune, NJ, United States","neptune township, new jersey, us, united states",-74.035,40.213
"Neptune, NJ, United States","neptune, new jersey, us, united states",-74.035,40.213
"Ner 445102, Maharashtra, India","ner, yavatmal district, maharashtra, 445102, india",77.865,20.483
"Ner, Chhindwara, Madhya Pradesh, India","ner, chhindwara tahsil, chhindwara, madhya pradesh, india",79.033,22.127
"Nerad, Wani, Maharashtra, India","nerad, wani, yavatmal district, maharashtra, 445322, india",78.896,19.872
"Nernier, France","nernier, fr, france",6.307,46.365
"Nerpingalai, Morshi, Maharashtra, India","nerpingalai, morshi, amravati, maharashtra, india",77.981,21.184
"Nerwa 171210, Himachal Pradesh, India","171210, nerua, shimla district, himachal pradesh, india",77.718,30.909
"Nesles-la-Vallée, France","nesles-la-vallée, fr, france",2.17,49.129
"Netaji Rd, Pappanaickenpalayam, Coimbatore, Tamil Nadu 641037, India","g. kuppusamy naidu memorial hospital blood bank, nethaji road, pn palayam, ward 55, north zone, coimbatore, coimbatore north, coimbatore district, tamil nadu, 641037, india",76.981,11.012
"Netaji Rd, Pappanaickenpalayam, Coimbatore, Tamil Nadu 641037, India","g. kuppuswamy naidu memorial hospital, நேதாஜி சாலை, pn palayam, ward 55, north zone, coimbatore, coimbatore north, கோயம்புத்தூர் மாவட்டம், tamil nadu, 641037, india",76.981,11.012
"Nettetal, Germany","nettetal, de, germany",6.276,51.308
"Neu-Isenburg, Deutschland","neu-isenburg, de, germany",8.686,50.053
"Neu-Ulm, Germany","neu-ulm, de, germany",10.01,48.384
"Neuburg an der Donau, Germany","neuburg an der donau, de, germany",11.184,48.736
"Neuchâtel, Switzerland","neuchâtel, ch, switzerland",6.93,46.994
"Neuenkirchen-Vörden, Deutschland","neuenkirchen-vörden, de, germany",8.069,52.51
"Neufchâteau, France","neufchâteau, fr, france",5.693,48.355
"Neuilly-Plaisance, France","neuilly-plaisance, fr, france",2.506,48.862
"Neuilly-sous-Clermont, France","neuilly-sous-clermont, fr, france",2.41,49.345
"Neuilly-sur-Marne, France","neuilly-sur-marne, fr, france",2.529,48.857
"Neuilly-sur-Seine, France","neuilly-sur-seine, fr, france",2.273,48.884
"Neuilly-sur-Seine, France","neuilly-sur-seine, nanterre, hauts-de-seine, île-de-france, france métropolitaine, 92200, france",2.273,48.884
"Neuilly-sur-Seine, France","neuilly-sur-seine,france",2.273,48.884
"Neuilly-sur-Seine, France","нёйи-сюр-сен, франция&",2.267,48.885
"Neulewin, Germany","neulewin, de, germany",14.279,52.724
"Neumarkt in der Oberpfalz, Germany","neumarkt in der oberpfalz, de, germany",11.457,49.282
"Neumünster, Germany","neumünster, de, germany",9.985,54.074
"Neunkirchen, Deutschland","neunkirchen, landkreis neunkirchen, saarland, deutschland",7.18,49.344
"Neunkirchen, Germany","neunkirchen, de, germany",7.18,49.344
"Neuquén Neuquén, Argentina","neuquén, municipio de neuquén, departamento confluencia, neuquén, argentina",-68.075,-38.947
"Neuruppin, Germany","neuruppin, de, germany",12.794,52.922
"Neuss, Deutschland","neuss, rhein-kreis neuss, nordrhein-westfalen, deutschland",6.695,51.198
"Neuss, Germany","neuss, de, germany",6.695,51.198
"Neustadt am Rübenberge, Germany","neustadt, de, germany",9.462,52.504
"Neustrelitz, Germany","neustrelitz, de, germany",13.062,53.363
"Neuville-sur-Saône, France","neuville-sur-saône, fr, france",4.839,45.877
"Neuvy-sur-Loire, France","neuvy-sur-loire, fr, france",2.882,47.523
"Neuwied, Deutschland","neuwied, landkreis neuwied, rheinland-pfalz, deutschland",7.462,50.427
"Neuwied, Germany","neuwied, de, germany",7.462,50.427
"Nevasa 414602, Maharashtra, India","wadala bahiroba, nevasa, maharashtra, 414602, india",74.94,19.456
"Nevasa 414603, Maharashtra, India","nevasa, maharashtra, 414603, india",74.92,19.546
"Nevasa 414603, Maharashtra, India","nevasa, नेवासा, maharashtra, 414603, india",74.92,19.546
"Nevasa 414604, Maharashtra, India","kukana, nevasa, maharashtra, 414604, india",75.071,19.436
"Nevasa 414609, Maharashtra, India","subcentre, bhanashivara, mdr36, bhanas hivra, नेवासा, ahmednagar district, maharashtra, 414609, india",74.93,19.476
"Nevasa, Maharashtra, India","nevasa, ahmednagar district, maharashtra, india",74.92,19.546
"Nevasa, Maharashtra, India","nevasa, maharashtra, india",74.92,19.546
"Nevers, France","nevers, fr, france",3.162,46.987
"New Amsterdam, East Berbice-Corentyne, Guyana","new amsterdam, east berbice-corentyne, guyana",-57.517,6.248
"New Bedford, MA, United States","new bedford, massachusetts, us, united states",-70.928,41.634
"New Bern, NC, United States","new bern, north carolina, us, united states",-77.046,35.108
"New Bremen, OH, United States","new bremen, ohio, us, united states",-84.38,40.437
"New Brunswick, NJ, United States","new brunswick, middlesex county, new jersey, united states",-74.444,40.496
"New Brunswick, NJ, United States","new brunswick, new jersey, us, united states",-74.444,40.496
"New Brunswick, NJ, United States","new brunswick, nj, usa",-74.444,40.496
"New Caledonia, New Caledonia","lifou ile, nc, new caledonia",166.445,-22.263
"New Castle, KY, United States","new castle, kentucky, us, united states",-85.17,38.433
"New City, NY, United States",new city new city ny,-73.989,41.147
"New Colony, Dungarpur, Rajasthan 314001, India","shri hari dev joshi genaral hospital dungarpur, nh927a, डूंगरपुर, dungarpur tehsil, dungarpur district, rajasthan, 314001, india",73.711,23.859
"New Dashmesh Nagar, Jalandhar II, Punjab, India",new dashmesh nagar jalandhar,75.533,31.298
"New Delhi 110001, Delhi, India","connaught place, chanakya puri tehsil, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","kasturba gandhi marg, connaught place, chanakya puri tehsil, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","lady hardinge medical college & associated hospitals, शहीद भगत सिंह मार्ग, diz area, chanakya puri tehsil, new delhi, central delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","lady hardinge medical college, c-604, शहीद भगत सिंह मार्ग, diz area, chanakya puri tehsil, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","lady hardinge medical college, c-604, शहीद भगत सिंह मार्ग, diz area, चाणक्यपुरी, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","president estate clinic, north avenue, rakab ganj, chanakya puri tehsil, new delhi district, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","ram manohar lohia hospital, shankar road, rakab ganj, chanakya puri tehsil, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110001, Delhi, India","sabji mandi, udyan marg, diz area, चाणक्यपुरी, new delhi, delhi, 110001, india",77.219,28.632
"New Delhi 110003, Delhi, India","barakhamba tomb, lodhi road, defence colony tehsil, south east delhi, delhi, 110013, india",77.224,28.591
"New Delhi 110003, Delhi, India","सफ़दरजंग, चाणक्यपुरी, new delhi, delhi, 110011, india",77.224,28.591
"New Delhi 110007, Delhi, India","kamla nagar, civil lines tehsil, central delhi district, delhi, 110007, india",77.183,28.673
"New Delhi 110007, Delhi, India","kamla nagar, civil lines tehsil, central delhi, delhi, 110007, india",77.186,28.698
"New Delhi 110007, Delhi, India","kingsway camp road, mukherjee nagar, model town tehsil, north delhi, delhi, 110009, india",77.186,28.698
"New Delhi 110008, Delhi, India","patel nagar, west delhi district, delhi, 110008, india",77.164,28.648
"New Delhi 110011, Delhi, India","सफ़दरजंग, chanakya puri tehsil, new delhi, delhi, 110011, india",77.212,28.61
"New Delhi 110015, Delhi, India","110015, delhi, india",77.135,28.636
"New Delhi 110015, Delhi, India","tagore garden, shivaji marg, block 4, tilak nagar industrial area, rajouri garden tehsil, west delhi, delhi, 110027, india",77.139,28.634
"New Delhi 110016, Delhi, India","safdarjung hospital, aurobindo marg, yusuf sarai market, south extension, new delhi, defence colony tehsil, south east delhi, delhi, 110029, india",77.184,28.541
"New Delhi 110018, Delhi, India","guru gobind singh hospital, road number 28, tagore garden extension, west delhi, delhi, 110027, india",77.087,28.639
"New Delhi 110018, Delhi, India","hari nagar, rajouri garden tehsil, west delhi, delhi, 110064, india",77.087,28.639
"New Delhi 110018, Delhi, India","shahpura, west delhi, delhi, 110018, india",77.087,28.639
"New Delhi 110023, Delhi, India","sarojini nagar, vasant vihar tehsil, new delhi, delhi, 110023, india",77.214,28.575
"New Delhi 110028, Delhi, India","inderpuri, delhi cantonment, new delhi, delhi, 110028, india",77.15,28.627
"New Delhi 110028, Delhi, India","inderpuri, दिल्ली छावनी, new delhi, delhi, 110028, india",77.15,28.627
"New Delhi 110028, Delhi, India","naraina, दिल्ली छावनी, new delhi, delhi, 110028, india",77.15,28.627
"New Delhi 110032, Delhi, India","babarpur road, shahdara, rohtas nagar, vivek vihar tehsil, shahdara, delhi, 110032, india",77.289,28.687
"New Delhi 110032, Delhi, India","bihari colony, bhola nath nagar, shahdara, vivek vihar tehsil, shahdara district, delhi, 110032, india",77.289,28.687
"New Delhi 110032, Delhi, India","naveen shahdara, navin shahdara extn, vivek vihar tehsil, shahdara district, delhi, 110032, india",77.289,28.687
"New Delhi 110032, Delhi, India","naveen shahdara, navin shahdara extn, vivek vihar tehsil, shahdara, delhi, 110032, india",77.289,28.687
"New Delhi 110032, Delhi, India","shahdara, rohtas nagar, vivek vihar tehsil, shahdara district, delhi, 110032, india",77.289,28.687
"New Delhi 110032, Delhi, India","yamuna vihar, yamuna vihar tehsil, north east delhi district, delhi, 110053, india",77.289,28.687
"New Delhi 110032, Delhi, India","yamuna vihar, yamuna vihar tehsil, north east delhi, delhi, 110053, india",77.289,28.687
"New Delhi 110033, Delhi, India","110033, jahangirpuri colony, model town tehsil, north delhi district, delhi, india",77.166,28.729
"New Delhi 110033, Delhi, India","jahangir puri, jahangirpuri colony, model town tehsil, north delhi district, delhi, 110033, india",77.166,28.729
"New Delhi 110033, Delhi, India","jahangir puri, jahangirpuri colony, model town tehsil, north delhi, delhi, 110033, india",77.166,28.729
"New Delhi 110033, Delhi, India","jahangirpuri, iti road, jahangir puri, jahangirpuri colony, model town tehsil, north delhi, delhi, 110033, india",77.166,28.729
"New Delhi 110033, Delhi, India","jahangirpuri, mall road extension, jahangir puri, model town tehsil, north delhi district, delhi, 110033, india",77.166,28.729
"New Delhi 110033, Delhi, India","sanjay nagar main road, mahendra park, jahangirpuri colony, model town tehsil, north delhi district, delhi, 110033, india",77.166,28.729
"New Delhi 110034, Delhi, India","kohat enclave, power house road, pitampura, saraswati vihar tehsil, north west delhi district, delhi, 110034, india",77.131,28.695
"New Delhi 110034, Delhi, India","pitampura, saraswati vihar tehsil, north west delhi district, delhi, 110034, india",77.131,28.695
"New Delhi 110034, Delhi, India","pitampura, saraswati vihar tehsil, north west delhi, delhi, 110034, india",77.131,28.695
"New Delhi 110034, Delhi, India","rani bagh, saraswati vihar tehsil, north west delhi district, delhi, 110034, india",77.131,28.695
"New Delhi 110034, Delhi, India","rani bagh, saraswati vihar tehsil, north west delhi, delhi, 110034, india",77.131,28.695
"New Delhi 110036, Delhi, India","bakhtawarpur, bakhtawar pur, alipur tehsil, north delhi district, delhi, 110036, india",77.114,28.826
"New Delhi 110036, Delhi, India","mukhmelpur, alipur tehsil, north delhi, delhi, 110036, india",77.106,28.813
"New Delhi 110041, Delhi, India","mundka, rohtak road, kammruddin nagar, mundka, punjabi bagh tehsil, west delhi district, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","nangloi, punjabi bagh tehsil, west delhi district, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","nangloi, rohtak road, kammruddin nagar, mundka, punjabi bagh tehsil, west delhi district, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","nangloi, rohtak road, kammruddin nagar, mundka, punjabi bagh tehsil, west delhi, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","nangloi, rohtak road, kammruddin nagar, nangloi, punjabi bagh tehsil, west delhi district, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","nangloi, rohtak road, kammruddin nagar, nangloi, punjabi bagh tehsil, west delhi, delhi, 110041, india",77.024,28.682
"New Delhi 110041, Delhi, India","नाँगलोई, रोहतक रोड, kammruddin nagar, मुंडका, punjabi bagh tehsil, west delhi, delhi, 110041, india",77.024,28.682
"New Delhi 110042, Delhi, India","barwala, रोहिणी, narela tehsil, north delhi district, delhi, 110039, india",77.096,28.786
"New Delhi 110042, Delhi, India","samypur badli, siraspur samaypur road, yadav nagar, alipur tehsil, north delhi district, delhi, 110042, india",77.096,28.786
"New Delhi 110043, Delhi, India","najafgarh, najafgarh tehsil, south west delhi district, delhi, 110043, india",76.961,28.639
"New Delhi 110043, Delhi, India","najafgarh, najafgarh tehsil, south west delhi, delhi, 110043, india",76.982,28.565
"New Delhi 110043, Delhi, India","najafgarh, नजफगढ़, najafgarh tehsil, south west delhi district, delhi, 110043, india",76.961,28.639
"New Delhi 110043, Delhi, India","najafgarh, नजफगढ़, najafgarh tehsil, south west delhi, delhi, 110043, india",76.982,28.565
"New Delhi 110043, Delhi, India","sangam vihar, नजफगढ़, najafgarh tehsil, south west delhi district, delhi, 110043, india",76.961,28.639
"New Delhi 110043, Delhi, India","नजफगढ़, najafgarh tehsil, south west delhi district, delhi, 110043, india",76.961,28.639
"New Delhi 110043, Delhi, India","नजफगढ़, najafgarh tehsil, south west delhi, delhi, 110043, india",76.982,28.565
"New Delhi 110044, Delhi, India","gautampuri, sarita vihar tehsil, south east delhi district, delhi, 110044, india",77.262,28.486
"New Delhi 110044, Delhi, India","jaitpur road, badarpur, sarita vihar tehsil, south east delhi district, delhi, 110044, india",77.262,28.486
"New Delhi 110044, Delhi, India","molarband village park, badarpur, new delhi, sarita vihar tehsil, south east delhi district, delhi, 110044, india",77.295,28.507
"New Delhi 110045, Delhi, India","palam village, palam, dwarka tehsil, south west delhi district, delhi, 110045, india",77.095,28.594
"New Delhi 110045, Delhi, India","palam, dwarka flyover, delhi cantonment, raj nagar i, new delhi district, dwarka tehsil, south west delhi district, delhi, 110045, india",77.095,28.594
